# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 16 12:01:31 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratdorerr1:  Ratio of Distance to Stellar Radius Upper Unc.
# COLUMN pl_ratdorerr2:  Ratio of Distance to Stellar Radius Lower Unc.
# COLUMN pl_ratdorlim:   Ratio of Distance to Stellar Radius Limit Flag
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_ratrorerr1:  Ratio of Candidate to Stellar Radius Upper Unc.
# COLUMN pl_ratrorerr2:  Ratio of Candidate to Stellar Radius Lower Unc.
# COLUMN pl_ratrorlim:   Ratio of Candidate to Stellar Radius Limit Flag
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radeerr1:    Candidate Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Candidate Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Candidate Radius Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_keperr:      Kepler-band Unc. [mag]
# COLUMN st_keplim:      Kepler-band Limit Flag
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_k2err:       Ks-band (2MASS) Unc. [mag]
# COLUMN st_k2lim:       Ks-band (2MASS) Limit Flag
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
1092,EPIC 212357477,EPIC 212357477.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h28m03.99s,202.016632,-15d56m16.2s,-15.937820,6.32667400,0.00019600,-0.00020300,0,2457221.229960,0.001256,-0.001246,0,21.901867,3.291547,-7.616262,0,0.02054,0.00181,-0.00093,0,2.122,0.228,-0.122,0,0.95,0.06,-0.03,0,10.215,,0,8.687,0.024,0
1093,EPIC 212357477,EPIC 212357477.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h28m03.99s,202.016632,-15d56m16.2s,-15.937820,6.32700000,,,0,2457221.228000,,,0,,,,,0.01795,,,0,,,,,,,,,10.215,,0,8.687,0.024,0
1094,EPIC 212357477,EPIC 212357477.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,0,13h28m03.99s,202.016632,-15d56m16.2s,-15.937820,6.32679600,0.00039500,-0.00039700,0,2457221.229530,0.002411,-0.002472,0,,,,,2.01000,0.27000,-0.12000,0,2.200,0.400,-0.200,0,1.01,,,0,10.215,,0,8.687,0.024,0
1095,EPIC 212357477,EPIC 212357477.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h28m03.99s,202.016632,-15d56m16.2s,-15.937820,6.32976960,,,0,2457227.545974,,,0,,,,,,,,,,,,,,,,,10.215,,0,8.687,0.024,0
1096,EPIC 212370106,EPIC 212370106.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h25m05.25s,201.271866,-15d37m30.3s,-15.625073,22.44600000,,,0,2457225.441000,,,0,,,,,0.03932,,,0,,,,,,,,,14.563,,0,12.340,0.026,0
1097,EPIC 212380207,EPIC 212380207.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h21m25.50s,200.356232,-15d22m38.0s,-15.377218,26.14700000,,,0,2457241.871000,,,0,,,,,0.02384,,,0,,,,,,,,,13.267,,0,11.467,0.021,0
1098,EPIC 212393193,EPIC 212393193.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h02m11.28s,210.546997,-15d04m10.3s,-15.069540,14.45200000,,,0,2457219.472000,,,0,,,,,0.01820,,,0,,,,,,,,,12.101,,0,10.773,0.019,0
1099,EPIC 212393193,EPIC 212393193.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h02m11.28s,210.546997,-15d04m10.3s,-15.069540,36.15200000,,,0,2457236.741000,,,0,,,,,0.01830,,,0,,,,,,,,,12.101,,0,10.773,0.019,0
1100,EPIC 212394689,EPIC 212394689.01,K2-189 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,6.67900000,,,0,2457223.420000,,,0,,,,,0.02559,,,0,,,,,,,,,12.206,,0,10.589,0.021,0
1101,EPIC 212394689,EPIC 212394689.01,K2-189 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,6,0,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,6.67922400,0.00037100,-0.00038100,0,2457223.417570,0.002322,-0.002303,0,,,,,2.71000,0.22000,-0.09000,0,2.600,0.300,-0.200,0,0.88,,,0,12.206,,0,10.589,0.021,0
1102,EPIC 212394689,EPIC 212394689.02,K2-189 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,6.67934000,0.00024500,-0.00023600,0,2457223.418100,0.001444,-0.001611,0,17.032614,2.861320,-7.251072,0,0.02641,0.00314,-0.00122,0,2.484,0.315,-0.138,0,0.86,0.04,-0.03,0,12.206,,0,10.589,0.021,0
1103,EPIC 212394689,EPIC 212394689.01,K2-189 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,6,0,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,6.67773603,,,0,2457230.104786,,,0,,,,,,,,,,,,,,,,,12.206,,0,10.589,0.021,0
1104,EPIC 212394689,EPIC 212394689.01,K2-189 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h34m29.11s,203.621292,-15d02m10.9s,-15.036359,5.17630000,0.00040700,-0.00042800,0,2457253.204390,0.001858,-0.001749,0,14.947174,2.317404,-4.976550,0,0.01608,0.00146,-0.00089,0,1.512,0.152,-0.096,0,0.86,0.04,-0.03,0,12.206,,0,10.589,0.021,0
1105,EPIC 212398486,EPIC 212398486.01,K2-125 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,6,1,13h36m34.11s,204.142120,-14d56m51.4s,-14.947603,21.75025000,0.00200000,-0.00197000,0,2457243.088000,0.002000,-0.002000,0,63.410000,,,0,0.05000,0.00200,-0.00200,0,2.190,0.190,-0.180,0,,,,,15.147,,0,11.802,0.023,0
1106,EPIC 212398508,EPIC 212398508.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h34m30.93s,203.628860,-14d56m49.8s,-14.947160,46.42300000,,,0,2457237.276000,,,0,,,,,0.02610,,,0,,,,,,,,,13.629,,0,11.951,0.026,0
1107,EPIC 212418133,EPIC 212418133.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h33m12.43s,203.301773,-14d30m14.6s,-14.504056,3.33511500,0.00073000,-0.00088400,0,2457219.821160,0.011663,-0.009916,0,,,,,1.59000,0.23000,-0.13000,0,1.600,0.700,-0.600,0,0.90,,,0,13.204,,0,11.701,0.026,0
1108,EPIC 212418133,EPIC 212418133.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h33m12.43s,203.301773,-14d30m14.6s,-14.504056,3.33300000,,,0,2457219.846000,,,0,,,,,0.01637,,,0,,,,,,,,,13.204,,0,11.701,0.026,0
1109,EPIC 212420823,EPIC 212420823.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h16m23.94s,199.099731,-14d26m40.7s,-14.444631,9.02900000,,,0,2457219.139000,,,0,,,,,0.02611,,,0,,,,,,,,,14.166,,0,12.204,0.029,0
1110,EPIC 212424622,EPIC 212424622.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,12.01200000,,,0,2457219.497000,,,0,,,,,0.01775,,,0,,,,,,,,,13.260,,0,11.775,0.021,0
1111,EPIC 212425103,EPIC 212425103.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h37m28.70s,204.369583,-14d20m56.0s,-14.348889,0.94599529,,,0,2457225.741790,,,0,,,,,,,,,,,,,,,,,14.493,,0,12.720,0.026,0
1112,EPIC 212425103,EPIC 212425103.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h37m28.70s,204.369583,-14d20m56.0s,-14.348889,0.94600000,,,0,2457218.175000,,,0,,,,,0.01735,,,0,,,,,,,,,14.493,,0,12.720,0.026,0
1113,EPIC 212428509,EPIC 212428509.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h34m30.84s,203.628494,-14d16m17.8s,-14.271621,2.66792900,0.00002100,-0.00001600,0,2457222.503310,0.000139,-0.000312,0,,,,,49.70000,8.63000,-8.53000,0,50.700,11.900,-9.700,0,0.94,,,0,12.483,,0,10.976,0.026,0
1114,EPIC 212432685,EPIC 212432685.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h37m11.71s,204.298798,-14d10m50.1s,-14.180588,0.53170400,0.00003300,-0.00003500,0,2457217.995920,0.002904,-0.002825,0,,,,,1.69000,0.18000,-0.09000,0,2.000,0.800,-0.800,0,1.06,,,0,13.132,,0,11.845,0.023,0
1115,EPIC 212432685,EPIC 212432685.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h37m11.71s,204.298798,-14d10m50.1s,-14.180588,1.06300000,,,0,2457217.992000,,,0,,,,,0.01519,,,0,,,,,,,,,13.132,,0,11.845,0.023,0
1116,EPIC 212435047,EPIC 212435047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h28m31.37s,202.130722,-14d07m34.7s,-14.126292,1.11548500,0.00010800,-0.00011000,0,2457218.445360,0.004406,-0.004250,0,,,,,1.32000,0.19000,-0.10000,0,1.600,0.300,-0.200,0,1.10,,,0,12.389,,0,10.907,0.023,0
1117,EPIC 212435047,EPIC 212435047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h28m31.37s,202.130722,-14d07m34.7s,-14.126292,1.11500000,,,0,2457218.451000,,,0,,,,,0.01227,,,0,,,,,,,,,12.389,,0,10.907,0.023,0
1118,EPIC 212435047,EPIC 212435047.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,0,13h28m31.37s,202.130722,-14d07m34.7s,-14.126292,1.11562824,,,0,2457225.136348,,,0,,,,,,,,,,,,,,,,,12.389,,0,10.907,0.023,0
1119,EPIC 212440430,EPIC 212440430.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h36m08.54s,204.035599,-14d00m33.2s,-14.009217,19.99100000,,,0,2457228.160000,,,0,,,,,0.02328,,,0,,,,,,,,,13.267,,0,11.776,0.024,0
1120,EPIC 212443457,EPIC 212443457.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,6,1,13h57m38.17s,209.409027,-13d56m33.6s,-13.942667,24.46265600,0.00223600,-0.00213100,0,2457233.686380,0.003072,-0.003323,0,,,,,18.42000,29.25000,-6.81000,0,13.600,22.300,-7.400,0,0.68,,,0,13.116,,0,10.693,0.023,0
1121,EPIC 212443973,EPIC 212443973.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,6,1,13h40m02.14s,205.008896,-13d55m55.3s,-13.932038,0.77923000,0.00005000,-0.00005000,0,2457256.710000,0.002000,-0.002000,0,7.230000,,,0,0.02300,0.08300,-0.00400,0,0.870,3.110,-0.170,0,,,,,14.951,,0,11.197,0.027,0
1122,EPIC 212443973,EPIC 212443973.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h40m02.14s,205.008896,-13d55m55.3s,-13.932038,0.77900000,,,0,2457217.748000,,,0,,,,,0.01921,,,0,,,,,,,,,14.951,,0,11.197,0.027,0
1123,EPIC 212451091,EPIC 212451091.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h05m53.12s,211.471329,-13d46m45.8s,-13.779389,12.66600000,,,0,2457226.371000,,,0,,,,,0.04332,,,0,,,,,,,,,14.244,,0,12.612,0.029,0
1124,EPIC 212454160,EPIC 212454160.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h34m32.94s,203.637268,-13d42m45.4s,-13.712618,0.87600000,,,0,2457218.236000,,,0,,,,,0.01210,,,0,,,,,,,,,12.682,,0,11.256,0.023,0
1125,EPIC 212454422,EPIC 212454422.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h14m12.76s,198.553146,-13d42m24.8s,-13.706878,3.26900000,,,0,2457220.227000,,,0,,,,,0.11168,,,0,,,,,,,,,16.899,,0,13.590,0.052,0
1126,EPIC 212460519,EPIC 212460519.01,K2-126 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,6,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,7.38795716,,,0,2457231.178840,,,0,,,,,,,,,,,,,,,,,12.445,,0,9.712,0.021,0
1127,EPIC 212460519,EPIC 212460519.01,K2-126 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,6,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,7.38707000,0.00026000,-0.00026000,0,2457223.794000,0.001000,-0.001000,0,22.410000,,,0,0.02700,0.00000,0.00000,0,1.840,0.110,-0.100,0,,,,,12.445,,0,9.712,0.021,0
1128,EPIC 212460519,EPIC 212460519.01,K2-126 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,7.38700000,,,0,2457223.798000,,,0,,,,,0.02929,,,0,,,,,,,,,12.445,,0,9.712,0.021,0
1129,EPIC 212460519,EPIC 212460519.01,K2-126 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,6,0,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,7.38545300,0.00048600,-0.00047600,0,2457223.799940,0.002502,-0.002475,0,,,,,2.78000,0.31000,-0.13000,0,2.000,0.400,-0.300,0,0.66,,,0,12.445,,0,9.712,0.021,0
1130,EPIC 212460519,EPIC 212460519.01,K2-126 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h34m11.17s,203.546539,-13d34m36.9s,-13.576928,7.38706600,0.00027700,-0.00028200,0,2457223.794090,0.001552,-0.001473,0,20.276964,2.391662,-5.344294,0,0.02795,0.00196,-0.00107,0,1.795,0.135,-0.081,0,0.59,0.02,-0.01,0,12.445,,0,9.712,0.021,0
1131,EPIC 212480208,EPIC 212480208.02,K2-190 c,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,21.57402300,0.00573000,-0.00430200,0,2457228.692560,0.006500,-0.007313,0,27.966545,4.622085,-10.014724,0,0.01099,0.00100,-0.00061,0,1.093,0.152,-0.092,0,0.91,0.10,-0.06,0,10.892,,0,9.410,0.023,0
1132,EPIC 212480208,EPIC 212480208.01,K2-190 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,10.09900000,,,0,2457224.771000,,,0,,,,,0.01338,,,0,,,,,,,,,10.892,,0,9.410,0.023,0
1133,EPIC 212480208,EPIC 212480208.01,K2-190 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,10.09885800,0.00061900,-0.00064300,0,2457224.767920,0.002603,-0.002596,0,17.225461,2.351330,-5.518053,0,0.01364,0.00104,-0.00055,0,1.357,0.176,-0.102,0,0.91,0.10,-0.06,0,10.892,,0,9.410,0.023,0
1134,EPIC 212495601,EPIC 212495601.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h15m39.03s,198.912643,-12d49m37.4s,-12.827043,21.67700000,,,0,2457229.646000,,,0,,,,,0.02460,,,0,,,,,,,,,13.821,,0,12.306,0.029,0
1135,EPIC 212496592,EPIC 212496592.01,K2-191 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h26m33.40s,201.639175,-12d48m23.6s,-12.806568,2.85800000,,,0,2457219.561000,,,0,,,,,0.01658,,,0,,,,,,,,,12.966,,0,11.077,0.023,0
1136,EPIC 212496592,EPIC 212496592.01,K2-191 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h26m33.40s,201.639175,-12d48m23.6s,-12.806568,2.85864600,0.00017200,-0.00017600,0,2457219.557030,0.002893,-0.002855,0,8.602679,1.246176,-2.704849,0,0.01724,0.00280,-0.00134,0,1.579,0.265,-0.132,0,0.84,0.04,-0.03,0,12.966,,0,11.077,0.023,0
1137,EPIC 212496592,EPIC 212496592.01,K2-191 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,6,0,13h26m33.40s,201.639175,-12d48m23.6s,-12.806568,2.85794855,,,0,2457225.278695,,,0,,,,,,,,,,,,,,,,,12.966,,0,11.077,0.023,0
1138,EPIC 212499835,EPIC 212499835.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h49m40.47s,207.418625,-12d44m17.3s,-12.738137,6.88300000,,,0,2457221.015000,,,0,,,,,0.06646,,,0,,,,,,,,,16.271,,0,14.121,0.055,0
1139,EPIC 212499991,EPIC 212499991.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h29m57.30s,202.488770,-12d44m05.0s,-12.734723,15.38100000,,,0,2457225.459000,,,0,,,,,0.02329,,,0,,,,,,,,,13.236,,0,11.366,0.023,0
1140,EPIC 212521166,EPIC 212521166.01,K2-110 b,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CONFIRMED,,6,1,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,13.86391000,0.00022400,-0.00022900,0,2457219.874400,0.000715,-0.000679,0,32.273222,2.055061,-5.684204,0,0.03343,0.00177,-0.00074,0,2.524,0.160,-0.102,0,0.69,0.02,-0.02,0,11.590,,0,9.607,0.024,0
1141,EPIC 212521166,EPIC 212521166.01,K2-110 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,13.86400000,,,0,2457219.875000,,,0,,,,,0.03386,,,0,,,,,,,,,11.590,,0,9.607,0.024,0
1142,EPIC 212521166,EPIC 212521166.01,K2-110 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,6,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,13.86383000,0.00040400,-0.00039700,0,2457233.739170,0.000925,-0.000950,0,,,,,3.33000,0.22000,-0.08000,0,2.500,0.200,-0.100,0,0.68,,,0,11.590,,0,9.607,0.024,0
1143,EPIC 212521166,EPIC 212521166.01,K2-110 b,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,6,0,13h49m23.89s,207.349533,-12d17m04.2s,-12.284491,13.85870316,,,0,2457233.747451,,,0,,,,,,,,,,,,,,,,,11.590,,0,9.607,0.024,0
1144,EPIC 212529560,EPIC 212529560.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h28m31.54s,202.131424,-12d06m26.3s,-12.107318,8.12100000,,,0,2457219.080000,,,0,,,,,0.02014,,,0,,,,,,,,,13.897,,0,12.464,0.030,0
1145,EPIC 212530118,EPIC 212530118.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h31m35.60s,202.898315,-12d05m42.3s,-12.095094,12.83724862,,,0,2457230.127906,,,0,,,,,,,,,,,,,,,,,13.559,,0,10.994,0.026,0
1146,EPIC 212534729,EPIC 212534729.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,CANDIDATE,,6,1,13h42m55.91s,205.732956,-11d59m39.3s,-11.994251,13.48495800,0.00150900,-0.00143000,0,2457223.523920,0.004424,-0.005626,0,31.555531,4.458898,-7.536500,0,0.01703,0.00155,-0.00124,0,1.567,0.185,-0.130,0,0.84,0.06,-0.03,0,13.066,,0,11.326,0.023,0
1147,EPIC 212534729,EPIC 212534729.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.461.3399P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,0,13h42m55.91s,205.732956,-11d59m39.3s,-11.994251,13.47900000,,,0,2457223.541000,,,0,,,,,0.01490,,,0,,,,,,,,,13.066,,0,11.326,0.023,0
